7.10877;7.74517
2.15631;2.92908
1.60653;2.50201
1.50246;2.5084
1.44787;2.55322
1.40265;2.59746
1.36234;2.63767
1.3261;2.6739
1.29349;2.70651
1.26414;2.73586
1.23773;2.76227
1.21396;2.78604
1.19256;2.80744
1.1733;2.8267
1.15597;2.84403
1.14038;2.85962
1.12634;2.87366
1.1137;2.8863
1.10233;2.89767
1.0921;2.9079
1.08289;2.91711
1.0746;2.9254
1.06714;2.93286
1.06043;2.93957
1.05438;2.94562
1.04895;2.95105
1.04405;2.95595
1.03965;2.96035
1.03568;2.96432
1.03211;2.96789
1.0289;2.9711
1.02601;2.97399
1.02341;2.97659
1.02107;2.97893
1.01896;2.98104
1.01707;2.98293
1.01536;2.98464
1.01382;2.98618
1.01244;2.98756
1.0112;2.9888
1.01008;2.98992
1.00907;2.99093
1.00816;2.99184
1.00735;2.99265
1.00661;2.99339
1.00595;2.99405
1.00536;2.99464
1.00482;2.99518
1.00434;2.99566
1.0039;2.9961
1.00351;2.99649
1.00316;2.99684
1.00285;2.99715
1.00256;2.99744
1.00231;2.99769
1.00207;2.99793
1.00187;2.99813
1.00168;2.99832
1.00151;2.99849
1.00136;2.99864
1.00123;2.99877
1.0011;2.9989
1.00099;2.99901
1.00089;2.99911
1.0008;2.9992
1.00072;2.99928
1.00065;2.99935
