0; 0; 0; 
0,1; 0,00817681; 0,160759; 
0,2; 0,0316101; 0,305265; 
0,3; 0,0687154; 0,434338; 
0,4; 0,11799; 0,548796; 
0,5; 0,178015; 0,649458; 
0,6; 0,247449; 0,737132; 
0,7; 0,325035; 0,812615; 
0,8; 0,409592; 0,87669; 
0,9; 0,500018; 0,930125; 
1; 0,595287; 0,973667; 
1,1; 0,694446; 1,00804; 
1,2; 0,796614; 1,03396; 
1,3; 0,900978; 1,05209; 
1,4; 1,00679; 1,06309; 
1,5; 1,11338; 1,06759; 
1,6; 1,22011; 1,06619; 
1,7; 1,32644; 1,05946; 
1,8; 1,43185; 1,04795; 
1,9; 1,53589; 1,03218; 
2; 1,63816; 1,01264; 
2,1; 1,7383; 0,989781; 
2,2; 1,83602; 0,96405; 
2,3; 1,93103; 0,935851; 
2,4; 2,02312; 0,905565; 
2,5; 2,11209; 0,873548; 
2,6; 2,19778; 0,840129; 
2,7; 2,28008; 0,805615; 
2,8; 2,35888; 0,770287; 
2,9; 2,43412; 0,734405; 
3; 2,50575; 0,698205; 
3,1; 2,57375; 0,661904; 
3,2; 2,63813; 0,625696; 
3,3; 2,6989; 0,589759; 
3,4; 2,7561; 0,554251; 
3,5; 2,80977; 0,519311; 
3,6; 2,85998; 0,485066; 
3,7; 2,90681; 0,451623; 
3,8; 2,95034; 0,419076; 
3,9; 2,99066; 0,387507; 
4; 3,02787; 0,356983; 
4,1; 3,06209; 0,327561; 
4,2; 3,09342; 0,299285; 
4,3; 3,12199; 0,27219; 
4,4; 3,1479; 0,246301; 
4,5; 3,17129; 0,221636; 
4,6; 3,19227; 0,198203; 
4,7; 3,21097; 0,176003; 
4,8; 3,22751; 0,155033; 
4,9; 3,24202; 0,135282; 
5; 3,25461; 0,116734; 
5,1; 3,2654; 0,0993678; 
5,2; 3,27452; 0,0831597; 
5,3; 3,28207; 0,0680813; 
5,4; 3,28817; 0,0541015; 
5,5; 3,29293; 0,0411864; 
5,6; 3,29645; 0,0292999; 
5,7; 3,29882; 0,0184043; 
5,8; 3,30016; 0,00846019; 
5,9; 3,30054; -0,000572785; 
6; 3,30007; -0,00873582; 
6,1; 3,29883; -0,0160706; 
6,2; 3,29688; -0,0226191; 
6,3; 3,29433; -0,0284231; 
6,4; 3,29122; -0,0335245; 
6,5; 3,28764; -0,0379646; 
6,6; 3,28365; -0,041784; 
6,7; 3,27931; -0,0450228; 
6,8; 3,27466; -0,0477201; 
6,9; 3,26978; -0,0499141; 
7; 3,2647; -0,0516418; 
7,1; 3,25946; -0,0529392; 
7,2; 3,25412; -0,053841; 
7,3; 3,24871; -0,0543804; 
7,4; 3,24326; -0,0545895; 
7,5; 3,2378; -0,0544989; 
7,6; 3,23237; -0,0541378; 
7,7; 3,22698; -0,0535342; 
7,8; 3,22167; -0,0527142; 
7,9; 3,21644; -0,051703; 
8; 3,21133; -0,050524; 
8,1; 3,20634; -0,0491993; 
8,2; 3,2015; -0,0477499; 
8,3; 3,1968; -0,0461949; 
8,4; 3,19226; -0,0445526; 
8,5; 3,18789; -0,0428397; 
8,6; 3,18369; -0,0410719; 
8,7; 3,17968; -0,0392633; 
8,8; 3,17584; -0,0374272; 
8,9; 3,17219; -0,0355756; 
9; 3,16873; -0,0337196; 
9,1; 3,16545; -0,0318689; 
9,2; 3,16235; -0,0300327; 
9,3; 3,15944; -0,0282189; 
9,4; 3,15671; -0,0264346; 
9,5; 3,15415; -0,0246862; 
9,6; 3,15177; -0,0229792; 
9,7; 3,14956; -0,0213183; 
9,8; 3,1475; -0,0197077; 
9,9; 3,14561; -0,0181507; 
10; 3,14387; -0,0166501; 
