0,58; 0,851571; 1,45847; 98,3681; -5,56296; 
0,59; 0,866155; 1,4582; 98,312; -5,65441; 
0,6; 0,880735; 1,45793; 98,255; -5,74565; 
0,61; 0,895313; 1,45766; 98,1971; -5,83667; 
0,62; 0,909888; 1,4574; 98,1383; -5,92746; 
0,63; 0,924461; 1,45714; 98,0786; -6,01802; 
0,64; 0,939031; 1,45688; 98,0179; -6,10835; 
0,65; 0,953599; 1,45663; 97,9564; -6,19844; 
0,66; 0,968164; 1,45638; 97,894; -6,2883; 
0,67; 0,982726; 1,45613; 97,8306; -6,37792; 
0,68; 0,997286; 1,45588; 97,7664; -6,4673; 
0,69; 1,01184; 1,45564; 97,7013; -6,55643; 
0,7; 1,0264; 1,4554; 97,6353; -6,64531; 
0,71; 1,04095; 1,45517; 97,5684; -6,73394; 
0,72; 1,0555; 1,45493; 97,5006; -6,82232; 
0,73; 1,07005; 1,4547; 97,432; -6,91044; 
0,74; 1,0846; 1,45448; 97,3624; -6,9983; 
0,75; 1,09914; 1,45425; 97,292; -7,08591; 
0,76; 1,11368; 1,45403; 97,2207; -7,17324; 
0,77; 1,12822; 1,45381; 97,1485; -7,26032; 
0,78; 1,14276; 1,4536; 97,0755; -7,34712; 
0,79; 1,15729; 1,45338; 97,0016; -7,43365; 
0,8; 1,17183; 1,45317; 96,9268; -7,51991; 
0,81; 1,18636; 1,45297; 96,8512; -7,6059; 
0,82; 1,20089; 1,45276; 96,7747; -7,69161; 
0,83; 1,21541; 1,45256; 96,6974; -7,77703; 
0,84; 1,22994; 1,45236; 96,6192; -7,86218; 
0,85; 1,24446; 1,45217; 96,5401; -7,94704; 
0,86; 1,25898; 1,45198; 96,4602; -8,03161; 
0,87; 1,2735; 1,45179; 96,3795; -8,1159; 
0,88; 1,28802; 1,4516; 96,2979; -8,1999; 
0,89; 1,30253; 1,45142; 96,2155; -8,2836; 
0,9; 1,31704; 1,45123; 96,1322; -8,36701; 
0,91; 1,33156; 1,45106; 96,0481; -8,45012; 
0,92; 1,34606; 1,45088; 95,9632; -8,53294; 
0,93; 1,36057; 1,45071; 95,8775; -8,61545; 
0,94; 1,37508; 1,45054; 95,7909; -8,69767; 
0,95; 1,38958; 1,45037; 95,7035; -8,77958; 
0,96; 1,40409; 1,4502; 95,6153; -8,86118; 
0,97; 1,41859; 1,45004; 95,5263; -8,94248; 
0,98; 1,43309; 1,44988; 95,4365; -9,02347; 
0,99; 1,44759; 1,44973; 95,3458; -9,10414; 
1; 1,46208; 1,44957; 95,2544; -9,18451; 
1,01; 1,47658; 1,44942; 95,1622; -9,26456; 
1,02; 1,49107; 1,44927; 95,0691; -9,3443; 
1,03; 1,50556; 1,44912; 94,9753; -9,42373; 
1,04; 1,52005; 1,44898; 94,8806; -9,50283; 
1,05; 1,53454; 1,44884; 94,7852; -9,58162; 
1,06; 1,54903; 1,4487; 94,689; -9,66008; 
1,07; 1,56352; 1,44857; 94,592; -9,73823; 
1,08; 1,578; 1,44843; 94,4942; -9,81605; 
1,09; 1,59248; 1,4483; 94,3957; -9,89354; 
1,1; 1,60697; 1,44817; 94,2964; -9,97072; 
1,11; 1,62145; 1,44805; 94,1963; -10,0476; 
1,12; 1,63593; 1,44793; 94,0954; -10,1241; 
1,13; 1,65041; 1,44781; 93,9938; -10,2003; 
1,14; 1,66488; 1,44769; 93,8914; -10,2761; 
1,15; 1,67936; 1,44757; 93,7883; -10,3517; 
1,16; 1,69384; 1,44746; 93,6844; -10,4269; 
1,17; 1,70831; 1,44735; 93,5797; -10,5017; 
1,18; 1,72278; 1,44724; 93,4743; -10,5762; 
1,19; 1,73725; 1,44714; 93,3682; -10,6504; 
1,2; 1,75173; 1,44703; 93,2613; -10,7243; 
1,21; 1,76619; 1,44693; 93,1537; -10,7978; 
1,22; 1,78066; 1,44683; 93,0454; -10,871; 
1,23; 1,79513; 1,44674; 92,9363; -10,9439; 
1,24; 1,8096; 1,44664; 92,8265; -11,0164; 
1,25; 1,82406; 1,44655; 92,716; -11,0885; 
1,26; 1,83853; 1,44646; 92,6047; -11,1604; 
1,27; 1,85299; 1,44638; 92,4928; -11,2319; 
1,28; 1,86746; 1,44629; 92,3801; -11,303; 
1,29; 1,88192; 1,44621; 92,2667; -11,3738; 
1,3; 1,89638; 1,44613; 92,1526; -11,4443; 
1,31; 1,91084; 1,44606; 92,0378; -11,5144; 
1,32; 1,9253; 1,44598; 91,9223; -11,5842; 
1,33; 1,93976; 1,44591; 91,8062; -11,6537; 
1,34; 1,95422; 1,44584; 91,6893; -11,7228; 
1,35; 1,96868; 1,44577; 91,5717; -11,7915; 
1,36; 1,98314; 1,4457; 91,4534; -11,8599; 
1,37; 1,99759; 1,44564; 91,3345; -11,928; 
1,38; 2,01205; 1,44558; 91,2149; -11,9957; 
1,39; 2,0265; 1,44552; 91,0946; -12,0631; 
1,4; 2,04096; 1,44546; 90,9736; -12,1301; 
1,41; 2,05541; 1,44541; 90,852; -12,1968; 
1,42; 2,06987; 1,44535; 90,7297; -12,2632; 
1,43; 2,08432; 1,4453; 90,6067; -12,3292; 
1,44; 2,09877; 1,44526; 90,4831; -12,3948; 
1,45; 2,11323; 1,44521; 90,3588; -12,4601; 
1,46; 2,12768; 1,44517; 90,2339; -12,5251; 
1,47; 2,14213; 1,44512; 90,1083; -12,5897; 
1,48; 2,15658; 1,44508; 89,9821; -12,654; 
1,49; 2,17103; 1,44505; 89,8552; -12,7179; 
1,5; 2,18548; 1,44501; 89,7278; -12,7815; 
1,51; 2,19993; 1,44498; 89,5996; -12,8447; 
1,52; 2,21438; 1,44494; 89,4709; -12,9076; 
1,53; 2,22883; 1,44491; 89,3415; -12,9702; 
1,54; 2,24328; 1,44489; 89,2115; -13,0324; 
1,55; 2,25773; 1,44486; 89,0808; -13,0942; 
1,56; 2,27218; 1,44484; 88,9496; -13,1558; 
1,57; 2,28662; 1,44482; 88,8177; -13,2169; 
1,58; 2,30107; 1,4448; 88,6852; -13,2778; 
1,59; 2,31552; 1,44478; 88,5522; -13,3382; 
1,6; 2,32997; 1,44476; 88,4185; -13,3984; 
1,61; 2,34442; 1,44475; 88,2842; -13,4582; 
1,62; 2,35886; 1,44474; 88,1493; -13,5177; 
1,63; 2,37331; 1,44473; 88,0138; -13,5768; 
1,64; 2,38776; 1,44472; 87,8778; -13,6356; 
1,65; 2,4022; 1,44471; 87,7411; -13,694; 
1,66; 2,41665; 1,44471; 87,6039; -13,7521; 
1,67; 2,4311; 1,4447; 87,4661; -13,8099; 
1,68; 2,44555; 1,4447; 87,3277; -13,8673; 
1,69; 2,45999; 1,4447; 87,1887; -13,9244; 
1,7; 2,47444; 1,44471; 87,0492; -13,9812; 
1,71; 2,48889; 1,44471; 86,9091; -14,0376; 
1,72; 2,50333; 1,44472; 86,7685; -14,0937; 
1,73; 2,51778; 1,44473; 86,6272; -14,1494; 
1,74; 2,53223; 1,44474; 86,4855; -14,2048; 
1,75; 2,54668; 1,44475; 86,3432; -14,2599; 
1,76; 2,56112; 1,44476; 86,2003; -14,3146; 
1,77; 2,57557; 1,44478; 86,0569; -14,369; 
1,78; 2,59002; 1,44479; 85,9129; -14,4231; 
1,79; 2,60447; 1,44481; 85,7684; -14,4769; 
1,8; 2,61892; 1,44483; 85,6234; -14,5303; 
1,81; 2,63336; 1,44486; 85,4778; -14,5834; 
1,82; 2,64781; 1,44488; 85,3317; -14,6361; 
1,83; 2,66226; 1,4449; 85,1851; -14,6886; 
1,84; 2,67671; 1,44493; 85,0379; -14,7407; 
1,85; 2,69116; 1,44496; 84,8903; -14,7925; 
1,86; 2,70561; 1,44499; 84,7421; -14,8439; 
1,87; 2,72006; 1,44502; 84,5934; -14,8951; 
1,88; 2,73451; 1,44506; 84,4442; -14,9459; 
1,89; 2,74896; 1,44509; 84,2945; -14,9964; 
1,9; 2,76341; 1,44513; 84,1442; -15,0465; 
1,91; 2,77786; 1,44517; 83,9935; -15,0964; 
1,92; 2,79232; 1,44521; 83,8423; -15,1459; 
1,93; 2,80677; 1,44525; 83,6906; -15,1951; 
1,94; 2,82122; 1,44529; 83,5384; -15,244; 
1,95; 2,83567; 1,44534; 83,3857; -15,2926; 
1,96; 2,85013; 1,44538; 83,2326; -15,3409; 
1,97; 2,86458; 1,44543; 83,0789; -15,3888; 
1,98; 2,87904; 1,44548; 82,9248; -15,4365; 
1,99; 2,89349; 1,44553; 82,7702; -15,4838; 
2; 2,90795; 1,44558; 82,6151; -15,5308; 
2,01; 2,9224; 1,44564; 82,4596; -15,5775; 
2,02; 2,93686; 1,44569; 82,3036; -15,6239; 
2,03; 2,95132; 1,44575; 82,1471; -15,67; 
2,04; 2,96577; 1,4458; 81,9902; -15,7158; 
2,05; 2,98023; 1,44586; 81,8328; -15,7613; 
2,06; 2,99469; 1,44592; 81,6749; -15,8064; 
2,07; 3,00915; 1,44599; 81,5167; -15,8513; 
2,08; 3,02361; 1,44605; 81,3579; -15,8959; 
2,09; 3,03807; 1,44612; 81,1987; -15,9401; 
2,1; 3,05253; 1,44618; 81,0391; -15,9841; 
2,11; 3,067; 1,44625; 80,8791; -16,0278; 
2,12; 3,08146; 1,44632; 80,7186; -16,0712; 
2,13; 3,09592; 1,44639; 80,5576; -16,1142; 
2,14; 3,11039; 1,44646; 80,3963; -16,157; 
2,15; 3,12485; 1,44653; 80,2345; -16,1995; 
2,16; 3,13932; 1,44661; 80,0723; -16,2417; 
2,17; 3,15378; 1,44668; 79,9097; -16,2836; 
2,18; 3,16825; 1,44676; 79,7466; -16,3253; 
2,19; 3,18272; 1,44684; 79,5832; -16,3666; 
2,2; 3,19719; 1,44692; 79,4193; -16,4077; 
2,21; 3,21166; 1,447; 79,255; -16,4484; 
2,22; 3,22613; 1,44708; 79,0903; -16,4889; 
2,23; 3,2406; 1,44716; 78,9252; -16,5291; 
2,24; 3,25507; 1,44725; 78,7597; -16,569; 
2,25; 3,26954; 1,44733; 78,5939; -16,6086; 
2,26; 3,28402; 1,44742; 78,4276; -16,648; 
2,27; 3,29849; 1,44751; 78,2609; -16,6871; 
2,28; 3,31297; 1,4476; 78,0938; -16,7259; 
2,29; 3,32744; 1,44769; 77,9264; -16,7644; 
2,3; 3,34192; 1,44778; 77,7585; -16,8027; 
2,31; 3,3564; 1,44787; 77,5903; -16,8406; 
2,32; 3,37088; 1,44797; 77,4217; -16,8783; 
2,33; 3,38536; 1,44806; 77,2528; -16,9158; 
2,34; 3,39984; 1,44816; 77,0834; -16,953; 
2,35; 3,41432; 1,44826; 76,9137; -16,9899; 
2,36; 3,42881; 1,44835; 76,7436; -17,0265; 
2,37; 3,44329; 1,44845; 76,5732; -17,0629; 
2,38; 3,45777; 1,44855; 76,4024; -17,099; 
2,39; 3,47226; 1,44866; 76,2312; -17,1348; 
2,4; 3,48675; 1,44876; 76,0597; -17,1704; 
2,41; 3,50124; 1,44886; 75,8878; -17,2058; 
2,42; 3,51572; 1,44897; 75,7156; -17,2408; 
2,43; 3,53021; 1,44907; 75,543; -17,2757; 
2,44; 3,54471; 1,44918; 75,37; -17,3102; 
2,45; 3,5592; 1,44929; 75,1968; -17,3445; 
2,46; 3,57369; 1,4494; 75,0232; -17,3786; 
2,47; 3,58819; 1,44951; 74,8492; -17,4124; 
2,48; 3,60268; 1,44962; 74,6749; -17,4459; 
2,49; 3,61718; 1,44973; 74,5003; -17,4793; 
2,5; 3,63168; 1,44984; 74,3253; -17,5123; 
2,51; 3,64618; 1,44996; 74,15; -17,5451; 
2,52; 3,66068; 1,45007; 73,9744; -17,5777; 
2,53; 3,67518; 1,45019; 73,7985; -17,61; 
2,54; 3,68968; 1,45031; 73,6222; -17,6421; 
2,55; 3,70418; 1,45043; 73,4456; -17,674; 
2,56; 3,71869; 1,45054; 73,2687; -17,7056; 
2,57; 3,73319; 1,45066; 73,0915; -17,737; 
2,58; 3,7477; 1,45078; 72,914; -17,7681; 
2,59; 3,76221; 1,45091; 72,7362; -17,799; 
2,6; 3,77672; 1,45103; 72,558; -17,8297; 
2,61; 3,79123; 1,45115; 72,3796; -17,8601; 
2,62; 3,80574; 1,45128; 72,2008; -17,8903; 
2,63; 3,82026; 1,4514; 72,0218; -17,9203; 
2,64; 3,83477; 1,45153; 71,8424; -17,95; 
2,65; 3,84929; 1,45166; 71,6628; -17,9796; 
2,66; 3,8638; 1,45178; 71,4828; -18,0089; 
2,67; 3,87832; 1,45191; 71,3026; -18,0379; 
2,68; 3,89284; 1,45204; 71,1221; -18,0668; 
2,69; 3,90736; 1,45217; 70,9413; -18,0954; 
2,7; 3,92189; 1,4523; 70,7602; -18,1239; 
2,71; 3,93641; 1,45244; 70,5788; -18,152; 
2,72; 3,95093; 1,45257; 70,3971; -18,18; 
2,73; 3,96546; 1,4527; 70,2152; -18,2078; 
2,74; 3,97999; 1,45284; 70,033; -18,2353; 
2,75; 3,99452; 1,45297; 69,8505; -18,2627; 
2,76; 4,00905; 1,45311; 69,6677; -18,2898; 
2,77; 4,02358; 1,45325; 69,4847; -18,3167; 
2,78; 4,03811; 1,45338; 69,3014; -18,3434; 
2,79; 4,05265; 1,45352; 69,1178; -18,3699; 
2,8; 4,06718; 1,45366; 68,934; -18,3962; 
2,81; 4,08172; 1,4538; 68,7499; -18,4223; 
2,82; 4,09626; 1,45394; 68,5655; -18,4482; 
2,83; 4,1108; 1,45408; 68,3809; -18,4739; 
2,84; 4,12534; 1,45423; 68,1961; -18,4994; 
2,85; 4,13988; 1,45437; 68,0109; -18,5246; 
2,86; 4,15443; 1,45451; 67,8256; -18,5497; 
2,87; 4,16897; 1,45466; 67,6399; -18,5746; 
2,88; 4,18352; 1,4548; 67,4541; -18,5993; 
2,89; 4,19807; 1,45495; 67,268; -18,6238; 
2,9; 4,21262; 1,45509; 67,0816; -18,6481; 
2,91; 4,22717; 1,45524; 66,895; -18,6722; 
2,92; 4,24173; 1,45539; 66,7082; -18,6961; 
2,93; 4,25628; 1,45554; 66,5211; -18,7199; 
2,94; 4,27084; 1,45569; 66,3338; -18,7434; 
2,95; 4,28539; 1,45584; 66,1462; -18,7668; 
2,96; 4,29995; 1,45599; 65,9584; -18,7899; 
2,97; 4,31451; 1,45614; 65,7704; -18,8129; 
2,98; 4,32908; 1,45629; 65,5822; -18,8357; 
2,99; 4,34364; 1,45644; 65,3937; -18,8583; 
3; 4,3582; 1,45659; 65,205; -18,8808; 
3,01; 4,37277; 1,45675; 65,0161; -18,903; 
3,02; 4,38734; 1,4569; 64,8269; -18,9251; 
3,03; 4,40191; 1,45706; 64,6376; -18,947; 
3,04; 4,41648; 1,45721; 64,448; -18,9688; 
3,05; 4,43105; 1,45737; 64,2582; -18,9903; 
3,06; 4,44563; 1,45752; 64,0682; -19,0117; 
3,07; 4,4602; 1,45768; 63,878; -19,0329; 
3,08; 4,47478; 1,45784; 63,6875; -19,0539; 
3,09; 4,48936; 1,458; 63,4969; -19,0748; 
3,1; 4,50394; 1,45816; 63,306; -19,0955; 
3,11; 4,51852; 1,45832; 63,115; -19,116; 
3,12; 4,53311; 1,45848; 62,9237; -19,1364; 
3,13; 4,54769; 1,45864; 62,7323; -19,1566; 
3,14; 4,56228; 1,4588; 62,5406; -19,1766; 
3,15; 4,57687; 1,45896; 62,3487; -19,1965; 
3,16; 4,59146; 1,45912; 62,1567; -19,2162; 
3,17; 4,60605; 1,45928; 61,9644; -19,2358; 
3,18; 4,62065; 1,45945; 61,7719; -19,2552; 
3,19; 4,63524; 1,45961; 61,5793; -19,2744; 
3,2; 4,64984; 1,45978; 61,3865; -19,2935; 
3,21; 4,66444; 1,45994; 61,1934; -19,3124; 
3,22; 4,67904; 1,46011; 61,0002; -19,3312; 
3,23; 4,69364; 1,46027; 60,8068; -19,3498; 
3,24; 4,70824; 1,46044; 60,6132; -19,3683; 
3,25; 4,72285; 1,4606; 60,4194; -19,3866; 
3,26; 4,73745; 1,46077; 60,2255; -19,4047; 
3,27; 4,75206; 1,46094; 60,0313; -19,4227; 
3,28; 4,76667; 1,46111; 59,837; -19,4406; 
3,29; 4,78128; 1,46128; 59,6425; -19,4583; 
3,3; 4,7959; 1,46145; 59,4479; -19,4759; 
3,31; 4,81051; 1,46162; 59,253; -19,4933; 
3,32; 4,82513; 1,46179; 59,058; -19,5106; 
3,33; 4,83975; 1,46196; 58,8628; -19,5277; 
3,34; 4,85437; 1,46213; 58,6674; -19,5447; 
3,35; 4,86899; 1,4623; 58,4719; -19,5616; 
3,36; 4,88362; 1,46247; 58,2762; -19,5783; 
3,37; 4,89824; 1,46264; 58,0803; -19,5949; 
3,38; 4,91287; 1,46281; 57,8843; -19,6113; 
3,39; 4,9275; 1,46299; 57,6881; -19,6276; 
3,4; 4,94213; 1,46316; 57,4918; -19,6438; 
3,41; 4,95676; 1,46333; 57,2952; -19,6598; 
3,42; 4,97139; 1,46351; 57,0986; -19,6757; 
3,43; 4,98603; 1,46368; 56,9017; -19,6915; 
3,44; 5,00067; 1,46386; 56,7047; -19,7071; 
3,45; 5,01531; 1,46403; 56,5076; -19,7226; 
3,46; 5,02995; 1,46421; 56,3103; -19,738; 
3,47; 5,04459; 1,46439; 56,1128; -19,7532; 
3,48; 5,05924; 1,46456; 55,9152; -19,7684; 
3,49; 5,07388; 1,46474; 55,7175; -19,7834; 
3,5; 5,08853; 1,46492; 55,5196; -19,7982; 
3,51; 5,10318; 1,46509; 55,3215; -19,813; 
3,52; 5,11783; 1,46527; 55,1233; -19,8276; 
3,53; 5,13249; 1,46545; 54,9249; -19,8421; 
3,54; 5,14714; 1,46563; 54,7265; -19,8565; 
3,55; 5,1618; 1,46581; 54,5278; -19,8707; 
3,56; 5,17646; 1,46599; 54,329; -19,8848; 
3,57; 5,19112; 1,46617; 54,1301; -19,8989; 
3,58; 5,20578; 1,46635; 53,9311; -19,9128; 
3,59; 5,22045; 1,46653; 53,7319; -19,9265; 
3,6; 5,23511; 1,46671; 53,5325; -19,9402; 
3,61; 5,24978; 1,46689; 53,3331; -19,9538; 
3,62; 5,26445; 1,46707; 53,1335; -19,9672; 
3,63; 5,27912; 1,46725; 52,9337; -19,9805; 
3,64; 5,2938; 1,46744; 52,7338; -19,9937; 
3,65; 5,30847; 1,46762; 52,5338; -20,0068; 
3,66; 5,32315; 1,4678; 52,3337; -20,0198; 
3,67; 5,33783; 1,46798; 52,1334; -20,0327; 
3,68; 5,35251; 1,46817; 51,9331; -20,0454; 
3,69; 5,36719; 1,46835; 51,7325; -20,0581; 
3,7; 5,38187; 1,46853; 51,5319; -20,0706; 
3,71; 5,39656; 1,46872; 51,3311; -20,0831; 
3,72; 5,41125; 1,4689; 51,1302; -20,0954; 
3,73; 5,42594; 1,46909; 50,9292; -20,1077; 
3,74; 5,44063; 1,46927; 50,7281; -20,1198; 
3,75; 5,45532; 1,46946; 50,5268; -20,1318; 
3,76; 5,47002; 1,46964; 50,3254; -20,1437; 
3,77; 5,48472; 1,46983; 50,124; -20,1555; 
3,78; 5,49942; 1,47001; 49,9223; -20,1673; 
3,79; 5,51412; 1,4702; 49,7206; -20,1789; 
3,8; 5,52882; 1,47039; 49,5188; -20,1904; 
3,81; 5,54352; 1,47057; 49,3168; -20,2018; 
3,82; 5,55823; 1,47076; 49,1147; -20,2132; 
3,83; 5,57294; 1,47095; 48,9125; -20,2244; 
3,84; 5,58765; 1,47114; 48,7102; -20,2355; 
3,85; 5,60236; 1,47132; 48,5078; -20,2465; 
3,86; 5,61708; 1,47151; 48,3053; -20,2575; 
3,87; 5,63179; 1,4717; 48,1027; -20,2683; 
3,88; 5,64651; 1,47189; 47,8999; -20,2791; 
3,89; 5,66123; 1,47208; 47,6971; -20,2897; 
3,9; 5,67595; 1,47227; 47,4941; -20,3003; 
3,91; 5,69068; 1,47245; 47,2911; -20,3108; 
3,92; 5,7054; 1,47264; 47,0879; -20,3212; 
3,93; 5,72013; 1,47283; 46,8847; -20,3315; 
3,94; 5,73486; 1,47302; 46,6813; -20,3417; 
3,95; 5,74959; 1,47321; 46,4778; -20,3518; 
3,96; 5,76432; 1,4734; 46,2743; -20,3619; 
3,97; 5,77906; 1,47359; 46,0706; -20,3718; 
3,98; 5,79379; 1,47378; 45,8668; -20,3817; 
3,99; 5,80853; 1,47397; 45,663; -20,3914; 
4; 5,82327; 1,47417; 45,459; -20,4011; 
4,01; 5,83802; 1,47436; 45,2549; -20,4108; 
4,02; 5,85276; 1,47455; 45,0508; -20,4203; 
4,03; 5,86751; 1,47474; 44,8465; -20,4297; 
4,04; 5,88226; 1,47493; 44,6422; -20,4391; 
4,05; 5,89701; 1,47512; 44,4378; -20,4484; 
4,06; 5,91176; 1,47531; 44,2332; -20,4576; 
4,07; 5,92651; 1,47551; 44,0286; -20,4667; 
4,08; 5,94127; 1,4757; 43,8239; -20,4757; 
4,09; 5,95603; 1,47589; 43,6191; -20,4847; 
4,1; 5,97079; 1,47608; 43,4142; -20,4936; 
4,11; 5,98555; 1,47628; 43,2092; -20,5024; 
4,12; 6,00031; 1,47647; 43,0041; -20,5111; 
4,13; 6,01508; 1,47666; 42,799; -20,5198; 
4,14; 6,02985; 1,47686; 42,5938; -20,5284; 
4,15; 6,04461; 1,47705; 42,3884; -20,5369; 
4,16; 6,05939; 1,47724; 42,183; -20,5453; 
4,17; 6,07416; 1,47744; 41,9775; -20,5537; 
4,18; 6,08893; 1,47763; 41,7719; -20,562; 
4,19; 6,10371; 1,47783; 41,5663; -20,5702; 
4,2; 6,11849; 1,47802; 41,3605; -20,5783; 
4,21; 6,13327; 1,47821; 41,1547; -20,5864; 
4,22; 6,14806; 1,47841; 40,9488; -20,5944; 
4,23; 6,16284; 1,4786; 40,7428; -20,6023; 
4,24; 6,17763; 1,4788; 40,5368; -20,6102; 
4,25; 6,19242; 1,47899; 40,3306; -20,618; 
4,26; 6,20721; 1,47919; 40,1244; -20,6257; 
4,27; 6,222; 1,47938; 39,9181; -20,6334; 
4,28; 6,2368; 1,47958; 39,7117; -20,641; 
4,29; 6,25159; 1,47977; 39,5053; -20,6485; 
4,3; 6,26639; 1,47997; 39,2988; -20,656; 
4,31; 6,28119; 1,48016; 39,0922; -20,6634; 
4,32; 6,29599; 1,48036; 38,8855; -20,6707; 
4,33; 6,3108; 1,48056; 38,6788; -20,6779; 
4,34; 6,3256; 1,48075; 38,4719; -20,6852; 
4,35; 6,34041; 1,48095; 38,2651; -20,6923; 
4,36; 6,35522; 1,48114; 38,0581; -20,6994; 
4,37; 6,37004; 1,48134; 37,8511; -20,7064; 
4,38; 6,38485; 1,48154; 37,644; -20,7133; 
4,39; 6,39967; 1,48173; 37,4368; -20,7202; 
4,4; 6,41449; 1,48193; 37,2296; -20,7271; 
4,41; 6,42931; 1,48213; 37,0223; -20,7338; 
4,42; 6,44413; 1,48232; 36,8149; -20,7405; 
4,43; 6,45895; 1,48252; 36,6074; -20,7472; 
4,44; 6,47378; 1,48272; 36,3999; -20,7538; 
4,45; 6,48861; 1,48291; 36,1924; -20,7603; 
4,46; 6,50344; 1,48311; 35,9847; -20,7668; 
4,47; 6,51827; 1,48331; 35,777; -20,7732; 
4,48; 6,5331; 1,4835; 35,5693; -20,7796; 
4,49; 6,54794; 1,4837; 35,3614; -20,7859; 
4,5; 6,56278; 1,4839; 35,1536; -20,7922; 
4,51; 6,57762; 1,4841; 34,9456; -20,7984; 
4,52; 6,59246; 1,48429; 34,7376; -20,8045; 
4,53; 6,6073; 1,48449; 34,5295; -20,8106; 
4,54; 6,62215; 1,48469; 34,3214; -20,8166; 
4,55; 6,637; 1,48489; 34,1132; -20,8226; 
4,56; 6,65185; 1,48508; 33,9049; -20,8286; 
4,57; 6,6667; 1,48528; 33,6966; -20,8344; 
4,58; 6,68155; 1,48548; 33,4882; -20,8403; 
4,59; 6,69641; 1,48568; 33,2798; -20,846; 
4,6; 6,71127; 1,48588; 33,0713; -20,8518; 
4,61; 6,72613; 1,48607; 32,8628; -20,8574; 
4,62; 6,74099; 1,48627; 32,6542; -20,8631; 
4,63; 6,75585; 1,48647; 32,4455; -20,8686; 
4,64; 6,77072; 1,48667; 32,2368; -20,8742; 
4,65; 6,78558; 1,48687; 32,028; -20,8796; 
4,66; 6,80045; 1,48707; 31,8192; -20,8851; 
4,67; 6,81533; 1,48726; 31,6103; -20,8905; 
4,68; 6,8302; 1,48746; 31,4014; -20,8958; 
