0; 0; 0; 0; 
1,62683e-05; 0,000484486; 0,000983607; 0,0195105; 
0,000127261; 0,00188022; 0,00387076; 0,0380803; 
0,000419892; 0,0041037; 0,00857013; 0,0557638; 
0,000972933; 0,0070755; 0,0149957; 0,0726124; 
0,00185741; 0,0107202; 0,0230664; 0,0886744; 
0,00313701; 0,0149663; 0,0327059; 0,103995; 
0,00486845; 0,0197462; 0,043842; 0,118615; 
0,0071019; 0,024996; 0,056407; 0,132576; 
0,00988129; 0,0306554; 0,0703365; 0,145913; 
0,0132447; 0,0366678; 0,0855699; 0,15866; 
0,0172248; 0,0429799; 0,10205; 0,170849; 
0,021849; 0,0495418; 0,119722; 0,182508; 
0,0271399; 0,0563067; 0,138535; 0,193665; 
0,0331157; 0,063231; 0,158439; 0,204345; 
0,0397901; 0,070274; 0,179389; 0,214569; 
0,0471732; 0,0773979; 0,201338; 0,224359; 
0,0552712; 0,0845674; 0,224247; 0,233734; 
0,0640871; 0,0917501; 0,248072; 0,242711; 
0,0736206; 0,0989158; 0,272776; 0,251306; 
0,0838688; 0,106037; 0,298321; 0,259533; 
0,0948257; 0,113088; 0,324671; 0,267405; 
0,106483; 0,120046; 0,351791; 0,274934; 
0,118831; 0,126889; 0,379646; 0,28213; 
0,131857; 0,133598; 0,408206; 0,289003; 
0,145545; 0,140155; 0,437437; 0,295561; 
0,159882; 0,146545; 0,467308; 0,301812; 
0,174848; 0,152753; 0,497789; 0,307762; 
0,190426; 0,158766; 0,52885; 0,313418; 
0,206595; 0,164574; 0,560463; 0,318785; 
0,223333; 0,170166; 0,592598; 0,323867; 
0,24062; 0,175533; 0,625227; 0,328668; 
0,258432; 0,180669; 0,658322; 0,333193; 
0,276746; 0,185566; 0,691856; 0,337444; 
0,295538; 0,19022; 0,725802; 0,341424; 
0,314782; 0,194625; 0,760132; 0,345136; 
0,334454; 0,198779; 0,79482; 0,348582; 
0,354529; 0,202678; 0,82984; 0,351763; 
0,374981; 0,20632; 0,865164; 0,354683; 
0,395785; 0,209706; 0,900767; 0,357342; 
0,416914; 0,212833; 0,936624; 0,359742; 
0,438343; 0,215701; 0,972707; 0,361885; 
0,460045; 0,218313; 1,00899; 0,363772; 
0,481997; 0,220668; 1,04545; 0,365403; 
0,50417; 0,222768; 1,08206; 0,366782; 
0,526542; 0,224615; 1,1188; 0,367908; 
0,549085; 0,226212; 1,15564; 0,368783; 
0,571776; 0,227562; 1,19255; 0,36941; 
0,594589; 0,228667; 1,22951; 0,369789; 
0,617501; 0,229531; 1,2665; 0,369922; 
0,640488; 0,230158; 1,30349; 0,369811; 
0,663525; 0,230551; 1,34045; 0,369458; 
0,68659; 0,230716; 1,37737; 0,368865; 
0,709661; 0,230655; 1,41422; 0,368033; 
0,732714; 0,230375; 1,45097; 0,366966; 
0,755728; 0,229878; 1,4876; 0,365665; 
0,778683; 0,229171; 1,5241; 0,364133; 
0,801556; 0,228258; 1,56042; 0,362373; 
0,824328; 0,227145; 1,59656; 0,360388; 
0,846978; 0,225836; 1,63249; 0,35818; 
0,869488; 0,224336; 1,66819; 0,355753; 
0,891839; 0,222652; 1,70364; 0,353111; 
0,914013; 0,220788; 1,73881; 0,350256; 
0,935991; 0,218749; 1,77368; 0,347192; 
0,957757; 0,216542; 1,80824; 0,343924; 
0,979294; 0,214171; 1,84246; 0,340455; 
1,00059; 0,211643; 1,87632; 0,336789; 
1,02162; 0,208961; 1,90981; 0,332931; 
1,04237; 0,206133; 1,9429; 0,328884; 
1,06284; 0,203163; 1,97558; 0,324654; 
1,083; 0,200058; 2,00783; 0,320245; 
1,10285; 0,196821; 2,03962; 0,315662; 
1,12236; 0,19346; 2,07095; 0,310909; 
1,14153; 0,189978; 2,1018; 0,305992; 
1,16035; 0,186382; 2,13215; 0,300916; 
1,17881; 0,182677; 2,16198; 0,295686; 
1,19689; 0,178869; 2,19128; 0,290307; 
1,21458; 0,174962; 2,22004; 0,284784; 
1,23187; 0,170961; 2,24823; 0,279124; 
1,24877; 0,166873; 2,27586; 0,273332; 
1,26525; 0,162702; 2,30289; 0,267412; 
1,2813; 0,158452; 2,32933; 0,261372; 
1,29693; 0,15413; 2,35516; 0,255216; 
1,31213; 0,14974; 2,38037; 0,248951; 
1,32688; 0,145288; 2,40495; 0,242582; 
1,34118; 0,140777; 2,42889; 0,236115; 
1,35503; 0,136213; 2,45217; 0,229556; 
1,36843; 0,1316; 2,4748; 0,222911; 
1,38135; 0,126944; 2,49675; 0,216186; 
1,39381; 0,122249; 2,51803; 0,209386; 
1,4058; 0,117519; 2,53863; 0,202518; 
1,41732; 0,112759; 2,55853; 0,195588; 
1,42835; 0,107973; 2,57774; 0,188601; 
1,43891; 0,103166; 2,59625; 0,181563; 
1,44899; 0,0983426; 2,61405; 0,174481; 
1,45858; 0,093506; 2,63114; 0,16736; 
1,46769; 0,0886609; 2,64752; 0,160206; 
1,47631; 0,0838112; 2,66318; 0,153024; 
1,48445; 0,0789612; 2,67813; 0,145822; 
1,4921; 0,0741145; 2,69235; 0,138603; 
1,49927; 0,0692753; 2,70585; 0,131374; 
1,50596; 0,0644472; 2,71862; 0,124141; 
1,51216; 0,0596339; 2,73068; 0,116909; 
1,51788; 0,0548392; 2,74201; 0,109683; 
1,52313; 0,0500665; 2,75261; 0,10247; 
1,5279; 0,0453194; 2,7625; 0,0952731; 
1,53219; 0,0406012; 2,77167; 0,0880992; 
1,53602; 0,0359154; 2,78012; 0,0809531; 
1,53938; 0,0312651; 2,78786; 0,0738398; 
1,54227; 0,0266535; 2,79489; 0,0667643; 
1,54471; 0,0220838; 2,80121; 0,0597316; 
1,54669; 0,0175588; 2,80684; 0,0527465; 
1,54822; 0,0130816; 2,81177; 0,0458138; 
1,54931; 0,00865495; 2,816; 0,038938; 
1,54996; 0,00428165; 2,81956; 0,0321238; 
1,55017; -3,56429e-05; 2,82243; 0,0253755; 
1,54995; -0,00429434; 2,82463; 0,0186974; 
1,54931; -0,00849192; 2,82617; 0,0120939; 
1,54826; -0,012626; 2,82705; 0,00556887; 
1,54679; -0,0166942; 2,82729; -0,000873556; 
1,54492; -0,0206943; 2,82688; -0,00722954; 
1,54265; -0,0246241; 2,82585; -0,0134953; 
1,54; -0,0284815; 2,82419; -0,0196673; 
1,53696; -0,0322646; 2,82191; -0,0257419; 
1,53355; -0,0359715; 2,81904; -0,0317157; 
1,52977; -0,0396002; 2,81558; -0,0375855; 
1,52563; -0,0431492; 2,81153; -0,0433482; 
1,52114; -0,0466167; 2,80691; -0,0490006; 
1,51631; -0,0500012; 2,80173; -0,05454; 
1,51114; -0,0533011; 2,79601; -0,0599634; 
1,50565; -0,0565152; 2,78974; -0,0652684; 
1,49984; -0,0596421; 2,78296; -0,0704522; 
1,49373; -0,0626805; 2,77566; -0,0755127; 
1,48731; -0,0656294; 2,76786; -0,0804474; 
1,4806; -0,0684877; 2,75957; -0,0852543; 
1,47361; -0,0712544; 2,75081; -0,0899313; 
1,46635; -0,0739287; 2,74159; -0,0944766; 
1,45883; -0,0765097; 2,73192; -0,0988883; 
1,45106; -0,0789967; 2,72182; -0,103165; 
1,44304; -0,081389; 2,71129; -0,107305; 
1,43478; -0,0836862; 2,70036; -0,111307; 
1,4263; -0,0858877; 2,68903; -0,11517; 
1,41761; -0,0879932; 2,67733; -0,118892; 
1,40871; -0,0900023; 2,66526; -0,122473; 
1,39961; -0,0919148; 2,65284; -0,125912; 
1,39033; -0,0937305; 2,64008; -0,129207; 
1,38087; -0,0954494; 2,627; -0,132359; 
1,37124; -0,0970714; 2,61362; -0,135367; 
