0;100;
1;100;
2;100;
3;2.24381e-13;
4;7.93327e-14;
5;7.60184e-14;
6;5.24074e-14;
7;2.40355e-14;
8;1.14231e-14;
9;8.85871e-15;
10;6.89011e-15;
11;6.3601e-15;
12;5.1442e-15;
