0; 0; 0; 
0,1; 0,0645754; 1,2306; 
0,2; 0,231262; 2,02434; 
0,3; 0,452935; 2,33209; 
0,4; 0,683444; 2,21935; 
0,5; 0,887357; 1,82536; 
0,6; 0,999677; 0,229984; 
0,7; 0,943595; -1,29138; 
0,8; 0,75532; -2,39767; 
0,9; 0,48131; -2,99131; 
1; 0,176426; -3,01322; 
1,1; -0,103706; -2,51608; 
1,2; -0,315095; -1,67297; 
1,3; -0,434091; -0,703068; 
1,4; -0,457909; 0,203961; 
1,5; -0,399985; 0,914372; 
1,6; -0,284418; 1,34782; 
1,7; -0,140757; 1,47614; 
1,8; 0,00137757; 1,32598; 
1,9; 0,117532; 0,971483; 
2; 0,192161; 0,512425; 
2,1; 0,219878; 0,0483634; 
2,2; 0,204423; -0,339935; 
2,3; 0,156261; -0,599597; 
2,4; 0,0896122; -0,708591; 
2,5; 0,0193901; -0,674461; 
2,6; -0,0415042; -0,528645; 
2,7; -0,0841174; -0,316885; 
2,8; -0,104323; -0,0882384; 
2,9; -0,10266; 0,114356; 
3; -0,0833772; 0,260362; 
3,1; -0,0530245; 0,334548; 
3,2; -0,0189019; 0,336883; 
3,3; 0,012346; 0,279906; 
3,4; 0,0357766; 0,184309; 
3,5; 0,0487098; 0,0738161; 
3,6; 0,050787; -0,0295613; 
3,7; 0,0436113; -0,109055; 
3,8; 0,0301118; -0,155101; 
3,9; 0,0137926; -0,1657; 
4; -0,00198284; -0,145409; 
4,1; -0,0145548; -0,103368; 
4,2; -0,0223052; -0,0508676; 
4,3; -0,0247522; 0,00101784; 
4,4; -0,0224285; 0,0433293; 
4,5; -0,0166041; 0,070404; 
4,6; -0,00893136; 0,0802667; 
4,7; -0,0010864; 0,074309; 
4,8; 0,00552786; 0,0564369; 
4,9; 0,00997777; 0,0319332; 
5; 0,0118772; 0,00628355; 
5,1; 0,0113559; -0,0158198; 
5,2; 0,00894345; -0,0311544; 
5,3; 0,00540407; -0,0382648; 
5,4; 0,00156072; -0,0373968; 
5,5; -0,00185952; -0,030147; 
5,6; -0,00433525; -0,0189388; 
5,7; -0,0056046; -0,00644876; 
5,8; -0,00566409; 0,00490701; 
5,9; -0,00472243; 0,0133483; 
6; -0,00312555; 0,017927; 
6,1; -0,00127134; 0,0185419; 
6,2; 0,000469385; 0,0158033; 
6,3; 0,00181281; 0,0107974; 
6,4; 0,00259597; 0,00481001; 
6,5; 0,00278339; -0,000934149; 
6,6; 0,00245018; -0,00547475; 
6,7; 0,00174889; -0,0082358; 
6,8; 0,000868792; -0,00905678; 
6,9; -3,83678e-06; -0,00814546; 
7; -0,000717769; -0,00597491; 
7,1; -0,00117691; -0,00315268; 
7,2; -0,00134711; -0,000290277; 
7,3; -0,00125095; 0,00210452; 
7,4; -0,00095346; 0,00369766; 
7,5; -0,00054313; 0,00435574; 
7,6; -0,000112138; 0,00413302; 
7,7; 0,000260412; 0,00322796; 
7,8; 0,000519963; 0,00192237; 
7,9; 0,000641592; 0,000517081; 
8; 0,000629011; -0,000724138; 
8,1; 0,000508722; -0,00161396; 
8,2; 0,000321264; -0,00206044; 
8,3; 0,000111578; -0,00206578; 
8,4; -7,96446e-05; -0,00170895; 
8,5; -0,000222312; -0,00111792; 
8,6; -0,000300272; -0,000438442; 
8,7; -0,000311609; 0,000194649; 
8,8; -0,000266407; 0,000679057; 
8,9; -0,000182809; 0,000957006; 
9; -8,23839e-05; 0,00101728; 
9,1; 1,42599e-05; 0,000888769; 
9,2; 9,09089e-05; 0,000628121; 
9,3; 0,000137782; 0,000304845; 
9,4; 0,000152074; -1,31923e-05; 
9,5; 0,000137188; -0,000271329; 
9,6; 0,000101009; -0,000435276; 
9,7; 5,37201e-05; -0,000493423; 
9,8; 5,60164e-06; -0,000454763; 
9,9; -3,47824e-05; -0,000343586; 
10; -6,17713e-05; -0,000192465; 
